character,in_tex,tex_entry_count,tex_entry_ids,tex_gsr_markers,tex_mc_forms,in_mand2mc,mand2mc_row_count,mand2mc_gsr_values,mand2mc_pinyin_values,mand2mc_mc_nwh_values,in_shengfu,shengfu_row_count,shengfu_phonetic_components,shengfu_component_levels,in_bs_gsr,bs_row_count,bs_gsr_values,bs_pinyin_values,bs_mc_values,bs_oc_values
㬻,no,0,,,,no,0,,,,yes,2,亡,1,no,0,,,,
㭁,no,0,,,,no,0,,,,yes,2,乃,1,no,0,,,,
㭂,no,0,,,,no,0,,,,yes,1,小,1,no,0,,,,
㭈,no,0,,,,no,0,,,,yes,1,夬,1,no,0,,,,
㭔,no,0,,,,no,0,,,,yes,2,乎,1,no,0,,,,
㭕,no,0,,,,no,0,,,,yes,1,去,1,no,0,,,,
㭘,no,0,,,,no,0,,,,yes,4,合,1,no,0,,,,
㭙,no,0,,,,no,0,,,,yes,1,止,1,no,0,,,,
㭩,no,0,,,,no,0,,,,yes,2,寽,1,no,0,,,,
㭫,no,0,,,,no,0,,,,yes,1,危,2,no,0,,,,
㭰,no,0,,,,no,0,,,,yes,2,朿,1,no,0,,,,
㭼,no,0,,,,no,0,,,,yes,1,沓,1,no,0,,,,
㮂,no,0,,,,no,0,,,,yes,1,具,1,no,0,,,,
㮊,yes,1,01-43,0083a; 0083e; 0083f; 0083g; 0083h; 0083i; 0083j; 0083k; 0083l; 0083m; 0083n,yiə; yiəX; ziə; yiəH; ḍiəX; jiəH; jiəX; ziəX; śiə; yiaeX,no,0,,,,no,0,,,no,0,,,,
㮐,no,0,,,,no,0,,,,yes,1,生,1,no,0,,,,
㮓,no,0,,,,no,0,,,,yes,1,亙,1,no,0,,,,
㮕,no,0,,,,no,0,,,,yes,1,需,2,no,0,,,,
㮘,no,0,,,,no,0,,,,yes,1,敄,1,no,0,,,,
㮝,no,0,,,,no,0,,,,yes,1,𧮫,1,no,0,,,,
㮞,no,0,,,,no,0,,,,yes,1,次,1,no,0,,,,
㮣,no,0,,,,yes,1,0515j,gai4,kəyH,no,0,,,no,0,,,,
㮥,no,0,,,,no,0,,,,yes,1,弁,1,no,0,,,,
㮨,no,0,,,,no,0,,,,yes,1,畟,1,no,0,,,,
㮩,no,0,,,,no,0,,,,yes,1,息,1,no,0,,,,
㮪,no,0,,,,no,0,,,,yes,1,工,1,no,0,,,,
㮯,no,0,,,,no,0,,,,yes,2,圂,1,no,0,,,,
㮰,no,0,,,,no,0,,,,yes,2,比,1,no,0,,,,
㮴,no,0,,,,no,0,,,,yes,1,叟,1,no,0,,,,
㮹,no,0,,,,no,0,,,,yes,1,至,1,no,0,,,,
㮿,no,0,,,,no,0,,,,yes,1,畢,1,no,0,,,,
㯂,no,0,,,,no,0,,,,yes,1,帶,1,no,0,,,,
㯈,no,0,,,,no,0,,,,yes,1,束2,1,no,0,,,,
㯉,no,0,,,,no,0,,,,yes,1,虍,2,no,0,,,,
㯓,no,0,,,,no,0,,,,yes,1,合,2,no,0,,,,
㯕,no,0,,,,no,0,,,,yes,1,斯,1,no,0,,,,
㯟,no,0,,,,yes,1,1208i,lu4,luwk,no,0,,,yes,1,1208i,lù,luwk,*rˤok {*(p.)rˤok}
㯡,no,0,,,,no,0,,,,yes,1,包,1,no,0,,,,
㯥,no,0,,,,no,0,,,,yes,1,㯥,1,no,0,,,,
㯫,no,0,,,,no,0,,,,yes,1,虍,2,no,0,,,,
㯱,no,0,,,,yes,1,1107d,pao1,biew,yes,1,缶,1,no,0,,,,
㯳,no,0,,,,no,0,,,,yes,1,敬,1,no,0,,,,
㯷,no,0,,,,no,0,,,,yes,3,菐,1,no,0,,,,
㯸,no,0,,,,no,0,,,,yes,1,𦘔,1,no,0,,,,
㯺,no,0,,,,yes,1,0609f,jian4,ḫaemX,yes,3,監,1,no,0,,,,
㯻,no,0,,,,no,0,,,,yes,1,圂,1,no,0,,,,
㰋,no,0,,,,no,0,,,,yes,1,頻,1,no,0,,,,
㰍,no,0,,,,no,0,,,,yes,1,龍,1,no,0,,,,
㰘,no,0,,,,no,0,,,,yes,1,彝,1,no,0,,,,
㰚,no,0,,,,no,0,,,,yes,1,离,1,no,0,,,,
㰣,no,0,,,,no,0,,,,yes,2,此,1,no,0,,,,
㰦,no,0,,,,no,0,,,,yes,1,去,1,no,0,,,,
㰮,no,0,,,,no,0,,,,yes,1,辰,1,no,0,,,,
㰲,no,0,,,,no,0,,,,yes,2,或,1,no,0,,,,
㰻,no,0,,,,no,0,,,,yes,1,壹,1,no,0,,,,
㱂,no,0,,,,no,0,,,,yes,1,庚,2,no,0,,,,
㱃,no,0,,,,yes,1,0651i',yin3,qimX,yes,1,今,1,no,0,,,,
㱇,no,0,,,,no,0,,,,yes,1,來,2,no,0,,,,
㱍,no,0,,,,no,0,,,,yes,1,䜌,1,no,0,,,,
㱎,no,0,,,,no,0,,,,yes,1,鰥,1,no,0,,,,
㱙,no,0,,,,yes,1,1041n,xiu3,hiuwX,yes,1,丂,1,no,0,,,,
㱠,no,0,,,,no,0,,,,yes,1,古,1,no,0,,,,
㱦,no,0,,,,no,0,,,,yes,3,可,2,no,0,,,,
㱯,no,0,,,,no,0,,,,yes,2,豈,1,no,0,,,,
㱳,no,0,,,,no,0,,,,yes,1,莫,1,no,0,,,,
㱻,no,0,,,,no,0,,,,yes,2,蠃,1,no,0,,,,
㱽,no,0,,,,no,0,,,,yes,2,冘,1,no,0,,,,
㱾,no,0,,,,no,0,,,,yes,1,亥,1,no,0,,,,
㱿,no,0,,,,yes,1,1226a,que4,khaewk,yes,1,㱿,1,no,0,,,,
㲃,no,0,,,,no,0,,,,yes,2,𣪘,1,no,0,,,,
㲈,no,0,,,,yes,1,1131b',shao2,jiew,no,0,,,no,0,,,,
㲋,no,0,,,,no,0,,,,yes,1,㲋,1,no,0,,,,
㲦,no,0,,,,no,0,,,,yes,1,倝,1,no,0,,,,
㲪,no,0,,,,no,0,,,,yes,1,登,1,no,0,,,,
㲳,no,0,,,,no,0,,,,yes,1,失,1,no,0,,,,
㲽,no,0,,,,no,0,,,,yes,2,刅; 刃,1,no,0,,,,
㳄,no,0,,,,no,0,,,,yes,1,㳄,1,no,0,,,,
㳏,no,0,,,,no,0,,,,yes,1,史,1,no,0,,,,
㳖,no,0,,,,no,0,,,,yes,1,衣,1,no,0,,,,
㳬,no,0,,,,no,0,,,,yes,2,旋,1,no,0,,,,
㳶,no,0,,,,no,0,,,,yes,1,乳,1,no,0,,,,
㳷,no,0,,,,no,0,,,,yes,2,勿,1,no,0,,,,
㳻,no,0,,,,no,0,,,,yes,3,昔,1,no,0,,,,
㴑,no,0,,,,yes,1,0792h,su4,suH,no,0,,,yes,1,0792h,sù,suH,*s-ŋˤak-s
㴔,no,0,,,,no,0,,,,yes,1,及,1,no,0,,,,
㴬,no,0,,,,no,0,,,,yes,1,射,1,no,0,,,,
㴲,no,0,,,,no,0,,,,yes,1,虒,1,no,0,,,,
㴵,no,0,,,,no,0,,,,yes,1,必,1,no,0,,,,
㴶,no,0,,,,no,0,,,,yes,3,隺,1,no,0,,,,
㵋,no,0,,,,no,0,,,,yes,1,羅,2,no,0,,,,
㵎,no,0,,,,no,0,,,,yes,2,閒,1,no,0,,,,
㵒,no,0,,,,no,0,,,,yes,1,弗,2,no,0,,,,
㵝,no,0,,,,no,0,,,,yes,1,裔,1,no,0,,,,
㵞,no,0,,,,no,0,,,,yes,1,秋,1,no,0,,,,
㵠,no,0,,,,no,0,,,,yes,1,出,2,no,0,,,,
㵣,no,0,,,,yes,1,0313z,ke3,khat,yes,1,曷,1,no,0,,,,
㵪,no,0,,,,no,0,,,,yes,1,㳄,1,no,0,,,,
㵺,no,0,,,,no,0,,,,yes,1,卑,1,no,0,,,,
㵾,no,0,,,,no,0,,,,yes,1,生,1,no,0,,,,
㶁,no,0,,,,no,0,,,,yes,1,虢,1,no,0,,,,
㶄,no,0,,,,no,0,,,,yes,1,臽,2,no,0,,,,
㶇,no,0,,,,no,0,,,,yes,2,黃,2,no,0,,,,
㶌,no,0,,,,no,0,,,,yes,1,聯,1,no,0,,,,
㶏,no,0,,,,no,0,,,,yes,4,𤔌,1,no,0,,,,
㶕,no,0,,,,no,0,,,,yes,1,閒,1,no,0,,,,
㶗,no,0,,,,no,0,,,,yes,1,䋣,1,no,0,,,,
㶛,no,0,,,,no,0,,,,yes,1,舁,1,no,0,,,,
㶟,no,0,,,,no,0,,,,yes,2,畾,1,no,0,,,,
㶣,no,0,,,,no,0,,,,yes,2,舌2,2,no,0,,,,
㶴,no,0,,,,no,0,,,,yes,1,多,1,no,0,,,,
㶼,no,0,,,,no,0,,,,yes,2,疑,2,no,0,,,,
㷄,no,0,,,,no,0,,,,yes,2,果,1,no,0,,,,
㷉,no,0,,,,yes,1,0525a,wei4,qiwɨyH,no,0,,,yes,1,0525a,wèi,'jw+jH,*ʔut-s
㷮,no,0,,,,no,0,,,,yes,1,㯥,1,no,0,,,,
㷳,no,0,,,,no,0,,,,yes,1,厂,1,no,0,,,,
㷶,no,0,,,,no,0,,,,yes,2,𤰇,1,no,0,,,,
㸐,no,0,,,,yes,1,0152i,ran2,ñien,no,0,,,yes,1,0152i,rán,nyen,*C.nan {*C.na[n]}
㸒,no,0,,,,yes,1,0657a,yin2,yim,yes,1,㸒,1,yes,1,0657a,yín,yim,*N.rəm {*[N.]r[ə]m}
㸚,no,0,,,,no,0,,,,yes,2,㸚,1,no,0,,,,
㸬,no,0,,,,no,0,,,,yes,1,巿,1,no,0,,,,
㸲,no,0,,,,no,0,,,,yes,1,乍,1,no,0,,,,
㸹,no,0,,,,no,0,,,,yes,2,寽,1,no,0,,,,
㹁,no,0,,,,no,0,,,,yes,2,京,1,no,0,,,,
㹂,no,0,,,,no,0,,,,yes,4,臣,2,no,0,,,,
㹃,no,0,,,,no,0,,,,yes,1,非,1,no,0,,,,
㹊,no,0,,,,no,0,,,,yes,1,隺,1,no,0,,,,
㹌,no,0,,,,no,0,,,,yes,1,厂,3,no,0,,,,
㹔,no,0,,,,no,0,,,,yes,1,畺,1,no,0,,,,
㹖,no,0,,,,yes,1,0226p,huan4,ḫwanH,no,0,,,no,0,,,,
㹗,no,0,,,,no,0,,,,yes,2,𠃬,1,no,0,,,,
㹛,no,0,,,,no,0,,,,yes,2,夒,1,no,0,,,,
㹜,no,0,,,,no,0,,,,yes,1,㹜,1,no,0,,,,
㹞,no,0,,,,no,0,,,,yes,1,斤,1,no,0,,,,
㹠,no,0,,,,yes,1,0427e,tun2,dwon,no,0,,,no,0,,,,
㹥,no,0,,,,no,0,,,,yes,1,主,1,no,0,,,,
㹪,no,0,,,,no,0,,,,yes,2,刪,1,no,0,,,,
㹶,no,0,,,,no,0,,,,yes,1,廷,1,no,0,,,,
㹽,no,0,,,,no,0,,,,yes,1,戔,1,no,0,,,,
㺇,no,0,,,,no,0,,,,yes,1,𦣞,1,no,0,,,,
㺉,no,0,,,,no,0,,,,yes,1,㱿,1,no,0,,,,
㺌,no,0,,,,no,0,,,,yes,2,兼,1,no,0,,,,
㺑,no,0,,,,no,0,,,,yes,3,參,1,no,0,,,,
㺒,no,0,,,,no,0,,,,yes,2,翏,1,no,0,,,,
㺕,no,0,,,,no,0,,,,yes,2,釆,1,no,0,,,,
㺖,no,0,,,,no,0,,,,yes,3,敢,1,no,0,,,,
㺗,no,0,,,,yes,1,0147p,chan1,ṭhean,yes,1,單,1,no,0,,,,
㺜,no,0,,,,no,0,,,,yes,3,農,1,no,0,,,,
㺟,no,0,,,,no,0,,,,yes,1,翟,1,no,0,,,,
㺤,no,0,,,,no,0,,,,yes,1,㦰,1,no,0,,,,
㺨,no,0,,,,no,0,,,,yes,1,厶,1,no,0,,,,
㺩,no,0,,,,no,0,,,,yes,1,丩,1,no,0,,,,
㺿,no,0,,,,no,0,,,,yes,1,𦣞,1,no,0,,,,
㻃,no,0,,,,no,0,,,,yes,1,曲,1,no,0,,,,
㻌,yes,1,01-42,0082a; 0082f; 0082g; 0082i; 0082l; 0082o; 0082q; 0082s; 0082t; 0082v; 0082x; 0082y; 0082b; 0082u; 0082d; 0082m; 0082c,yiə; yiəH; ziəX; ziə; śiae; du; ḍae; śiə; thu; duX; thuX; ḍiə; ḍiəH,yes,1,0082a',tu2,thu,no,0,,,no,0,,,,
㻝,no,0,,,,no,0,,,,yes,1,剌,1,no,0,,,,
㻞,no,0,,,,no,0,,,,yes,1,扁,1,no,0,,,,
㻨,no,0,,,,no,0,,,,yes,2,𥄗,1,no,0,,,,
㻬,no,0,,,,no,0,,,,yes,1,虍,2,no,0,,,,
㻸,no,0,,,,no,0,,,,yes,1,兓,1,no,0,,,,
㼌,no,0,,,,no,0,,,,yes,1,㼌,1,no,0,,,,
㼎,no,0,,,,no,0,,,,yes,1,交,1,no,0,,,,
㼚,no,0,,,,no,0,,,,yes,1,亢,1,no,0,,,,
㼡,no,0,,,,no,0,,,,yes,1,朱,1,no,0,,,,
㼰,no,0,,,,no,0,,,,yes,1,卑,1,no,0,,,,
㼱,no,0,,,,no,0,,,,yes,2,𡰫,1,no,0,,,,
㼴,no,0,,,,no,0,,,,yes,1,禺,1,no,0,,,,
㼵,no,0,,,,no,0,,,,yes,1,是,1,no,0,,,,
㼶,no,0,,,,no,0,,,,yes,1,俞,1,no,0,,,,
㼸,no,0,,,,no,0,,,,yes,1,公,2,no,0,,,,
㼻,no,0,,,,no,0,,,,yes,2,从,1,no,0,,,,
㼽,no,0,,,,no,0,,,,yes,1,爽,1,no,0,,,,
㽀,no,0,,,,no,0,,,,yes,1,奠,1,no,0,,,,
㽄,no,0,,,,no,0,,,,yes,2,斯,1,no,0,,,,
㽈,no,0,,,,no,0,,,,yes,1,疑,1,no,0,,,,
㽌,no,0,,,,no,0,,,,yes,1,卯,2,no,0,,,,
㽕,no,0,,,,no,0,,,,yes,1,由,1,no,0,,,,
㽘,no,0,,,,no,0,,,,yes,3,亢,1,no,0,,,,
㽙,no,0,,,,yes,1,0468d,yun3,yiwinX,no,0,,,no,0,,,,
㽥,no,0,,,,yes,1,1105c,rou2,ñiuw,yes,1,柔,1,no,0,,,,
㽨,no,0,,,,no,0,,,,yes,1,左,1,no,0,,,,
㽱,no,0,,,,no,0,,,,yes,3,丩,1,no,0,,,,
㽲,no,0,,,,no,0,,,,yes,1,丂,1,no,0,,,,
㽷,no,0,,,,no,0,,,,yes,1,水,1,no,0,,,,
㽹,no,0,,,,no,0,,,,yes,1,反,1,no,0,,,,
㽺,no,0,,,,no,0,,,,yes,3,及,1,no,0,,,,
㽽,no,0,,,,no,0,,,,yes,1,古,1,no,0,,,,
㽾,no,0,,,,no,0,,,,yes,1,出,1,no,0,,,,
㾁,no,0,,,,no,0,,,,yes,1,术,1,no,0,,,,
㾅,no,0,,,,no,0,,,,yes,1,𠂔,1,no,0,,,,
㾆,no,0,,,,no,0,,,,yes,2,冉,1,no,0,,,,
㾈,no,0,,,,no,0,,,,yes,1,付,1,no,0,,,,
㾐,no,0,,,,yes,1,0291i,li4,lieyH,no,0,,,no,0,,,,
㾓,no,0,,,,yes,1,0228d,yuan1,qiwien,yes,1,肙,1,no,0,,,,
㾕,no,0,,,,no,0,,,,yes,2,辛,1,no,0,,,,
㾖,no,0,,,,no,0,,,,yes,2,里,1,no,0,,,,
㾜,no,0,,,,no,0,,,,yes,1,夾,1,no,0,,,,
㾫,no,0,,,,no,0,,,,yes,1,扁,1,no,0,,,,
㾺,no,0,,,,no,0,,,,yes,2,馬; 㾺,1,no,0,,,,
㿃,no,0,,,,no,0,,,,yes,2,帶,1,no,0,,,,
㿄,no,0,,,,no,0,,,,yes,2,医,1,no,0,,,,
㿉,no,0,,,,no,0,,,,yes,1,遺,1,no,0,,,,
㿙,no,0,,,,no,0,,,,yes,1,𡚤,1,no,0,,,,
㿛,no,0,,,,no,0,,,,yes,2,麗,1,no,0,,,,
㿥,no,0,,,,no,0,,,,yes,2,隺,1,no,0,,,,
㿾,no,0,,,,no,0,,,,yes,1,襾,2,no,0,,,,
㿿,no,0,,,,no,0,,,,yes,1,夏,1,no,0,,,,
䀀,no,0,,,,no,0,,,,yes,1,㔾,1,no,0,,,,
䀁,no,0,,,,no,0,,,,yes,2,又,1,no,0,,,,
䀂,no,0,,,,no,0,,,,yes,1,安,1,no,0,,,,
䀇,yes,1,01-01,0049a; 0049g; 0049k; 0049m; 0049o; 0049q; 0049r; 0049t; 0049v; 0049x; 0049y; 0049b; 0049i; 0049f; 0049e; 0049j; 0049l; 0049c; 0049n; 0049p; 0049s; 0049u; 0049h,kuX; ku; khu; huX; ḫuX; kuH; kaH; ḫu; kiə; kiəH; khiə; giə; khuX,yes,1,0049r,gu3,kuX,yes,1,古,1,no,0,,,,
䀈,no,0,,,,no,0,,,,yes,3,旡,2,no,0,,,,
䀉,no,0,,,,no,0,,,,yes,1,喬,1,no,0,,,,
䀊,no,0,,,,no,0,,,,yes,2,翏,1,no,0,,,,
䀏,no,0,,,,yes,1,0391g,xuan2?,ḫwen,yes,1,勻,1,no,0,,,,
䀒,no,0,,,,no,0,,,,yes,1,人,2,no,0,,,,
䀗,no,0,,,,no,0,,,,yes,1,夬,1,no,0,,,,
䀘,no,0,,,,no,0,,,,yes,1,幵,1,no,0,,,,
䀛,no,0,,,,no,0,,,,yes,2,勿,1,no,0,,,,
䀠,yes,1,02-07,0096a; 0096c; 0096d; 0096e; 0096g; 0096h; 0096i,kiuH; giu; giuH,yes,1,0096a,qu2,kiuH,yes,2,䀠,1,yes,1,0096a,qú,kjuH,*kʷak-s {*[k]ʷ(r)ak-s}
䀢,no,0,,,,yes,1,0560k,shun4,śiwinH,no,0,,,no,0,,,,
䀣,no,0,,,,no,0,,,,yes,2,必,1,no,0,,,,
䀩,no,0,,,,no,0,,,,yes,2,各,1,no,0,,,,
䀪,no,0,,,,no,0,,,,yes,1,行,1,no,0,,,,
䀮,no,0,,,,no,0,,,,yes,2,亡,1,no,0,,,,
䀶,no,0,,,,no,0,,,,yes,5,良,1,no,0,,,,
䀹,no,0,,,,no,0,,,,yes,7,夾; 㚒,1,no,0,,,,
䀺,no,0,,,,no,0,,,,yes,1,攸,1,no,0,,,,
䀼,no,0,,,,no,0,,,,yes,1,辰,1,no,0,,,,
䁂,no,0,,,,no,0,,,,yes,1,臣,2,no,0,,,,
䁆,no,0,,,,no,0,,,,yes,1,甲,2,no,0,,,,
䁈,no,0,,,,no,0,,,,yes,2,啟; 者,1,no,0,,,,
䁊,no,0,,,,no,0,,,,yes,1,𥄗,1,no,0,,,,
䁋,no,0,,,,no,0,,,,yes,2,世,1,no,0,,,,
䁍,no,0,,,,no,0,,,,yes,1,咸,1,no,0,,,,
䁓,no,0,,,,no,0,,,,yes,3,屆; 㚇,1,no,0,,,,
䁔,no,0,,,,no,0,,,,yes,3,爰,1,no,0,,,,
䁙,no,0,,,,no,0,,,,yes,1,安,2,no,0,,,,
䁝,no,0,,,,no,0,,,,yes,3,熒,1,no,0,,,,
䁢,no,0,,,,no,0,,,,yes,1,旋,1,no,0,,,,
䁨,no,0,,,,no,0,,,,yes,1,𩫏,1,no,0,,,,
䁮,no,0,,,,no,0,,,,yes,2,兓,1,no,0,,,,
䁲,no,0,,,,no,0,,,,yes,1,羅,2,no,0,,,,
䁴,no,0,,,,no,0,,,,yes,2,旦,2,no,0,,,,
䁵,no,0,,,,no,0,,,,yes,1,睘,1,no,0,,,,
䁹,no,0,,,,no,0,,,,yes,1,辟,1,no,0,,,,
䁺,no,0,,,,no,0,,,,yes,1,睪,1,no,0,,,,
䁾,no,0,,,,yes,1,0311h,mie4,met,no,0,,,no,0,,,,
䂂,no,0,,,,no,0,,,,yes,1,䀠,1,no,0,,,,
䂇,no,0,,,,no,0,,,,yes,1,丑,1,no,0,,,,
䂦,no,0,,,,no,0,,,,yes,2,㐱,1,no,0,,,,
䂬,no,0,,,,no,0,,,,yes,2,工,2,no,0,,,,
䂹,no,0,,,,no,0,,,,yes,1,炙,1,no,0,,,,
䂿,no,0,,,,no,0,,,,yes,1,沓,1,no,0,,,,
䃀,no,0,,,,no,0,,,,yes,1,妻,1,no,0,,,,
䃂,no,0,,,,yes,1,0417e,gun3,kwonX,yes,1,昆,1,no,0,,,,
䃉,no,0,,,,yes,1,0457v,min2,min,no,0,,,no,0,,,,
䃌,no,0,,,,no,0,,,,yes,2,垔,1,no,0,,,,
䃍,no,0,,,,no,0,,,,yes,1,㒸,1,no,0,,,,
䃒,no,0,,,,no,0,,,,yes,1,鬲,1,no,0,,,,
䃜,no,0,,,,no,0,,,,yes,1,医,1,no,0,,,,
䃣,no,0,,,,no,0,,,,yes,1,爲,1,no,0,,,,
䃤,no,0,,,,no,0,,,,yes,2,肅,1,no,0,,,,
䃴,no,0,,,,no,0,,,,yes,1,者,1,no,0,,,,
䃶,no,0,,,,no,0,,,,yes,4,褱,1,no,0,,,,
䃷,no,0,,,,no,0,,,,yes,1,𦝠,1,no,0,,,,
䃹,no,0,,,,no,0,,,,yes,1,柬,2,no,0,,,,
䃺,no,0,,,,no,0,,,,yes,1,麻,1,no,0,,,,
䃾,no,0,,,,no,0,,,,yes,3,比,1,no,0,,,,
䄆,no,0,,,,no,0,,,,yes,2,𠯑,1,no,0,,,,
䄍,no,0,,,,no,0,,,,yes,1,昔,1,no,0,,,,
䄟,no,0,,,,no,0,,,,yes,4,雪,1,no,0,,,,
䄠,no,0,,,,no,0,,,,yes,1,旦,2,no,0,,,,
䄪,no,0,,,,no,0,,,,yes,1,勺,1,no,0,,,,
䄷,no,0,,,,no,0,,,,yes,1,石,1,no,0,,,,
䅀,no,0,,,,no,0,,,,yes,2,列,1,no,0,,,,
䅁,no,0,,,,no,0,,,,yes,1,安,1,no,0,,,,
䅊,no,0,,,,no,0,,,,yes,3,乇,1,no,0,,,,
䅌,no,0,,,,no,0,,,,yes,1,肙,1,no,0,,,,
䅓,no,0,,,,no,0,,,,yes,1,口,2,no,0,,,,
䅘,no,0,,,,no,0,,,,yes,1,來,1,no,0,,,,
䅣,no,0,,,,no,0,,,,yes,1,皇,1,no,0,,,,
䅥,no,0,,,,no,0,,,,yes,2,曷,1,no,0,,,,
䅩,no,0,,,,no,0,,,,yes,1,枳,1,no,0,,,,
䅭,no,0,,,,no,0,,,,yes,1,方,2,no,0,,,,
䅵,no,0,,,,yes,2,1244b,zhuo2,kowk; ciak,yes,2,羔,1,no,0,,,,
䅺,no,0,,,,no,0,,,,yes,1,票,1,no,0,,,,
䆃,no,0,,,,no,0,,,,yes,2,首,1,no,0,,,,
䆅,no,0,,,,yes,1,0555m,ci2,dziy,yes,1,次,1,no,0,,,,
䆏,no,0,,,,no,0,,,,yes,3,糞,1,no,0,,,,
䆕,no,0,,,,no,0,,,,yes,1,夬,1,no,0,,,,
䆗,no,0,,,,no,0,,,,yes,1,丩,1,no,0,,,,
䆘,no,0,,,,no,0,,,,yes,1,甲,1,no,0,,,,
䆞,no,0,,,,no,0,,,,yes,2,㫐,1,no,0,,,,
䆢,no,0,,,,no,0,,,,yes,1,夬,1,no,0,,,,
䆫,no,0,,,,yes,1,1199m,chuang1,tṣhaewṅ,no,0,,,yes,1,1199m,chuāng,tsrhaewng,*s-l̥ˤ<r>oŋ
䆯,no,0,,,,no,0,,,,yes,1,叕,1,no,0,,,,
䆷,no,0,,,,no,0,,,,yes,1,矞,1,no,0,,,,
䇂,no,0,,,,no,0,,,,yes,2,䇂,1,no,0,,,,
䇎,no,0,,,,no,0,,,,yes,1,昔,1,no,0,,,,
䇏,no,0,,,,no,0,,,,yes,1,𦎫,1,no,0,,,,
䇐,no,0,,,,no,0,,,,yes,3,立; 隶,1,no,0,,,,
䇑,no,0,,,,no,0,,,,yes,1,卑,1,no,0,,,,
䇔,no,0,,,,no,0,,,,yes,1,蠃,1,no,0,,,,
䇘,no,0,,,,no,0,,,,yes,1,互,1,no,0,,,,
䇨,no,0,,,,no,0,,,,yes,1,𥪴,1,no,0,,,,
䇫,no,0,,,,no,0,,,,yes,1,𦣞,1,no,0,,,,
䇬,no,0,,,,no,0,,,,yes,1,朱,1,no,0,,,,
䈀,no,0,,,,no,0,,,,yes,5,刪,1,no,0,,,,
䈉,no,0,,,,no,0,,,,yes,1,妾,1,no,0,,,,
䈎,no,0,,,,no,0,,,,yes,2,世,1,no,0,,,,
䈏,no,0,,,,no,0,,,,yes,1,畐,1,no,0,,,,
䈐,no,0,,,,no,0,,,,yes,1,又,1,no,0,,,,
䈕,no,0,,,,no,0,,,,yes,1,是,1,no,0,,,,
䈚,no,0,,,,no,0,,,,yes,3,以,1,no,0,,,,
䈪,no,0,,,,no,0,,,,yes,1,鬲,1,no,0,,,,
䈰,no,0,,,,no,0,,,,yes,1,小,1,no,0,,,,
䈱,no,0,,,,no,0,,,,yes,1,舀,1,no,0,,,,
䈵,no,0,,,,no,0,,,,yes,2,公,2,no,0,,,,
䈽,no,0,,,,no,0,,,,yes,2,堇,1,no,0,,,,
䈿,no,0,,,,no,0,,,,yes,1,冥,1,no,0,,,,
䉃,no,0,,,,no,0,,,,yes,2,爿,1,no,0,,,,
䉋,no,0,,,,no,0,,,,yes,1,眉,1,no,0,,,,
䉍,no,0,,,,no,0,,,,yes,1,閒,1,no,0,,,,
䉛,no,0,,,,no,0,,,,yes,1,奧,1,no,0,,,,
䉠,no,0,,,,no,0,,,,yes,2,微,1,no,0,,,,
䉧,no,0,,,,no,0,,,,yes,2,卯,2,no,0,,,,
䉴,no,0,,,,no,0,,,,yes,1,𤕦,1,no,0,,,,
䉷,no,0,,,,no,0,,,,yes,1,敢,2,no,0,,,,
䉺,no,0,,,,no,0,,,,yes,1,工,1,no,0,,,,
䊆,no,0,,,,no,0,,,,yes,1,臼,1,no,0,,,,
䊎,no,0,,,,no,0,,,,yes,1,龹,1,no,0,,,,
䊝,no,0,,,,no,0,,,,yes,2,悉,1,no,0,,,,
䊤,no,0,,,,no,0,,,,yes,2,覃,1,no,0,,,,
䊧,no,0,,,,no,0,,,,yes,1,弗,2,no,0,,,,
䊮,no,0,,,,no,0,,,,yes,1,翟,1,no,0,,,,
䊳,no,0,,,,no,0,,,,yes,1,麻,1,no,0,,,,
䊷,no,0,,,,yes,1,0943s,zi1,tṣi,no,0,,,no,0,,,,
䊼,no,0,,,,no,0,,,,yes,1,止,1,no,0,,,,
䋀,no,0,,,,no,0,,,,yes,1,戶,1,no,0,,,,
䋃,no,0,,,,no,0,,,,yes,1,毛,1,no,0,,,,
䋈,no,0,,,,no,0,,,,yes,1,女,1,no,0,,,,
䋉,no,0,,,,no,0,,,,yes,1,穴,1,no,0,,,,
䋊,no,0,,,,no,0,,,,yes,1,正,1,no,0,,,,
䋎,no,0,,,,no,0,,,,yes,1,旦,1,no,0,,,,
䋐,no,0,,,,no,0,,,,yes,1,戉,1,no,0,,,,
䋗,no,0,,,,no,0,,,,yes,1,臣,1,no,0,,,,
䋛,no,0,,,,no,0,,,,yes,1,米,1,no,0,,,,
䋢,no,0,,,,no,0,,,,yes,2,折,1,no,0,,,,
䋤,no,0,,,,no,0,,,,yes,1,勺,1,no,0,,,,
䋨,no,0,,,,no,0,,,,yes,1,不,2,no,0,,,,
䋫,no,0,,,,no,0,,,,yes,1,爭,1,no,0,,,,
䋭,no,0,,,,no,0,,,,yes,1,毓,2,no,0,,,,
䋰,no,0,,,,no,0,,,,yes,1,具,1,no,0,,,,
䋸,no,0,,,,no,0,,,,yes,1,盾,1,no,0,,,,
䋼,no,0,,,,no,0,,,,yes,1,盈,1,no,0,,,,
䋽,no,0,,,,yes,2,1197l,beng3,paewṅX; puwṅX,yes,2,丰,1,no,0,,,,
䌖,no,0,,,,no,0,,,,yes,2,集,1,no,0,,,,
䌞,no,0,,,,no,0,,,,yes,1,僉,1,no,0,,,,
