source_page_number,source_line_number,character,pinyin,mc_bs,mc_analyzed,oc_bs,gloss,gsr_raw,normalized_gsr,unicode_utf16
13,27,助,zhù,dzrjoH,(dzr- + -jo C),*Cə.dzra-s {*Cə.[dz]ra-s},help (v.),0046z,0046z,U+52A9
13,29,邪,yá,yae,(y- + -jae A),*ɢa {*[ɢ](r)A},[interrogative particle],0047a,0047a,U+90AA
13,31,邪,xié,zjae,(z- + -jae A),*sə.ɢa {*sə.ɢA},awry,0047a,0047a,U+90AA
13,33,邪,xú,zjo,(z- + -jo A),*sə.la,walk slowly,0047a,0047a,U+90AA
13,35,舍,shè,syaeH,(sy- + -jae C),*r̥ak-s {*r̥Ak-s},lodging-house,0048a,0048a,U+820D
13,37,舍,shě,syaeX,(sy- + -jae B),*l̥aʔ {*l̥Aʔ},"set aside, give up",0048a,0048a,U+820D
13,39,捨,shě,syaeX,(sy- + -jae B),*l̥aʔ {*l̥Aʔ},"set aside, give up",0048c,0048c,U+6368
13,41,糊,hú,hu,(h- + -u A),*Cə.gˤa,to paste (v.),49,49,U+7CCA
13,43,菇,gū,ku,(k- + -u A),*mə.kˤa,mushroom,49,49,U+83C7
14,1,痼,gù,kuH,(k- + -u C),*kˤa-s {*[k]ˤa-s},chronic (of illness),49,49,U+75FC
14,3,古,gǔ,kuX,(k- + -u B),*kˤaʔ,ancient,0049a,0049a,U+53E4
14,5,胡,hú,hu,(h- + -u A),*gˤa {*[g]ˤa},foreigners in the north,0049a',0049a',U+80E1
14,7,居,jū,kjo,(k- + -jo A),*ka {*k(r)a},"squat; stay, dwell",0049c',0049c',U+5C45
14,9,居,jū,kjo,(k- + -jo A),*ka,final particle,0049c',0049c',U+5C45
14,11,居,jū,kjoH,(k- + -jo C),*ka-s {*k(r)a-s},dwelling (rh.),0049c',0049c',U+5C45
14,13,錮,gù,kuH,(k- + -u C),*C.qˤaʔ-s,chronic (of illness),0049e',0049e',U+932E
14,15,固,gù,kuH,(k- + -u C),*kˤa-s {*kˤa(ʔ)-s},"fortified, secure",0049f,0049f,U+56FA
14,17,個,gè,kaH,(k- + -a C),*kˤar-s {*kˤa[r]-s},"piece, item",0049f',0049f',U+500B
14,19,姑,gū,ku,(k- + -u A),*kˤa,father's sister,0049g,0049g,U+59D1
14,21,故,gù,kuH,(k- + -u C),*kˤa-s {*kˤa(ʔ)-s},fact; reason,0049i,0049i,U+6545
14,23,故,gù,kuH,(k- + -u C),*kˤaʔ-s,old (not new),0049i,0049i,U+6545
14,25,葫,hú,hu,(h- + -u A),*gˤa {*[g]ˤa},gourd,0049k',0049k',U+846B
14,27,餬,hú,hu,(h- + -u A),*Cə.gˤa {*Cə.[g]ˤa},"supply food to, feed",0049l',0049l',U+992C
14,29,鋸,jù,kjoH,(k- + -jo C),*ka-s {*k(r)a-s},saw (n.),0049s',0049s',U+92F8
14,31,苦,kǔ,khuX,(kh- + -u B),*kʰˤaʔ,bitter,0049u,0049u,U+82E6
14,33,祜,hù,huX,(h- + -u B),*gˤaʔ {*[g]ˤaʔ},blessing,0049y,0049y,U+795C
14,35,鼓,gǔ,kuX,(k- + -u B),*kˤaʔ {*[k]ˤaʔ},drum (n.),0050a,0050a,U+9F13
14,37,鼔,gǔ,kuX,(k- + -u B),*kˤaʔ {*[k]ˤaʔ},drum (v.),0050b,0050b,U+9F14
14,39,瞽,gǔ,kuX,(k- + -u B),*kˤaʔ {*[k]ˤaʔ},blind,0050g,0050g,U+77BD
14,41,股,gǔ,kuX,(k- + -u B),*kʷˤaʔ,thigh,0051a,0051a,U+80A1
14,43,羖,gǔ,kuX,(k- + -u B),*Cə.kʷˤaʔ,ram,0051b,0051b,U+7F96
15,1,蠱,gǔ,kuX,(k- + -u B),*kˤaʔ {*[k]ˤaʔ},noxious vermin,0052a,0052a,U+8831
15,3,戶,hù,huX,(h- + -u B),*m-qˤaʔ,"to stop, to check",0053a,0053a,U+6236
15,5,戶,hù,huX,(h- + -u B),*m-qˤaʔ,door,0053a,0053a,U+6236
15,7,扈,hù,huX,(h- + -u B),*m-qˤaʔ,to stop,0053c,0053c,U+6248
15,9,雇,gù,kuH,(k- + -u C),*C.qʷˤa-s {*[C.q]ʷˤa(ʔ)-s},to hire,0053d,0053d,U+96C7
15,11,鳸,hù,huX,(h- + -u B),*m-qʷˤaʔ,a bird resembling a quail,0053e,0053e,U+9CF8
15,13,顧,gù,kuH,(k- + -u C),*kʷˤaʔ-s {*[k]ʷˤaʔ-s} ~ *[k]ʷˤaʔ,look around,0053g,0053g,U+9867
15,15,互,hù,huH,(h- + -u C),*m-qˤaʔ-s,intertwining,0054a,0054a,U+4E92
15,17,枑,hù,huH,(h- + -u C),*m-qˤaʔ-s,"railings, fence",0054b,0054b,U+6791
15,19,沍,hù,huH,(h- + -u C),*N-qˤaʔ-s,"shut in, stop up",0054c,0054c,U+6C8D
15,21,乎,hū,hu,(h- + -u A),*ɢˤa,(Q particle),0055a,0055a,U+4E4E
15,23,乎,hū,hu,(h- + -u A),*ɢˤa,"in, at",0055a,0055a,U+4E4E
15,25,呼,hū,xu,(x- + -u A),*qʰˤa,"call out, shout",0055h,0055h,U+547C
15,27,呼,hù,xuH,(x- + -u C),*qʰˤa-s,"call out, shout",0055h,0055h,U+547C
15,29,壺,hú,hu,(h- + -u A),*gˤa {*[g](ʷ)ˤa},flask,0056a,0056a,U+58FA
15,31,虍,hū,xu,(x- + -u A),*qʰˤra (dial. *qˤʰr- >ŋ̊ˤ- > x-),tiger,0057a,0057a,U+864D
15,33,虎,hǔ,xuX,(x- + -u B),*qʰˤraʔ (W dial.),tiger,0057b,0057b,U+864E
15,35,五,wǔ,nguX,(ng- + -u B),*C.ŋˤaʔ,five,0058a,0058a,U+4E94
15,37,伍,wǔ,nguX,(ng- + -u B),*C.ŋˤaʔ {*[C.]ŋˤaʔ},group of five,0058e,0058e,U+4F0D
15,39,吾,wú,ngu,(ng- + -u A),*ŋˤa,"I, my",0058f,0058f,U+543E
15,41,悟,wù,nguH,(ng- + -u C),*ŋˤa-s,"awake, realize",0058j,0058j,U+609F
15,43,晤,wù,nguH,(ng- + -u C),*ŋˤak-s,go to meet,0058l,0058l,U+6664
16,1,寤,wù,nguH,(ng- + -u C),*ŋˤa-s,awake,0058n,0058n,U+5BE4
16,3,語,yù,ngjoH,(ng- + -jo C),*ŋaʔ-s {*ŋ(r)aʔ-s},tell,0058t,0058t,U+8A9E
16,5,語,yǔ,ngjoX,(ng- + -jo B),*ŋaʔ {*ŋ(r)aʔ},speak,0058t,0058t,U+8A9E
16,7,鋙,yú,ngjo,(ng- + -jo A),*ŋa {*ŋ(r)a},"dzrjo-ngjo irregular, uneven",0058v,0058v,U+92D9
16,9,鋙,yǔ,ngjoX,(ng- + -jo B),*ŋaʔ {*ŋ(r)aʔ},"dzrjoX-ngjoX irregular, uneven",0058v,0058v,U+92D9
16,11,吳,wú,ngu,(ng- + -u A),*ŋʷˤa,shout; name of a state,0059a,0059a,U+5433
16,13,誤,wù,nguH,(ng- + -u C),*ŋʷˤa-s,deceive; mistake,0059d,0059d,U+8AA4
16,15,娛,yú,ngju,(ng- + -ju A),*ŋʷa {*ŋʷ(r)a},rejoice,0059g,0059g,U+5A1B
16,17,虞,yú,ngju,(ng- + -ju A),*ŋʷa {*[ŋ]ʷ(r)a},foresee,0059h,0059h,U+865E
16,19,虞,yú,ngju,(ng- + -ju A),*ŋʷa {*[ŋ]ʷ(r)a},gamester; forester,0059h,0059h,U+865E
16,21,午,wǔ,nguX,(ng- + -u B),*m.qʰˤaʔ {*[m].qʰˤaʔ},7th heavenly branch,0060a,0060a,U+5348
16,23,午,wǔ,nguX,(ng- + -u B),*m-qʰˤaʔ,resist; cross-wise,0060a,0060a,U+5348
16,25,許,xǔ,xjoX,(x- + -jo B),*qʰaʔ {*qʰ(r)aʔ},allow,0060i,0060i,U+8A31
16,27,滸,hǔ,xuX,(x- + -u B),*qʰˤaʔ,river bank,0060k,0060k,U+6EF8
16,29,御,yù,ngjoH,(ng- + -jo C),*ŋa-s {*[ŋ](r)a(ʔ)-s} (< uvular?),drive a chariot,0060l,0060l,U+5FA1
16,31,御,yù,ngjoX,(ng- + -jo B),*ŋa-s {*[ŋ](r)a(ʔ)-s} (< uvular?),drive a chariot,0060l,0060l,U+5FA1
16,33,禦,yù,ngjoX,(ng- + -jo B),*m-qʰaʔ {*m-qʰ(r)aʔ},withstand; hinder,0060p,0060p,U+79A6
16,35,烏,wū,'u,('- + -u A),*qˤa,"crow, raven; black",0061a,0061a,U+70CF
16,37,烏,wū,'u,('- + -u A),*ʔˤa {*[ʔ]ˤa},oh!,0061a,0061a,U+70CF
16,39,於,yú,'jo,('- + -jo A),*ʔa {*[ʔ]a},at (locative preposition),0061e,0061e,U+65BC
16,41,肚,dù,duX,(d- + -u B),*m-tˤaʔ,belly,-62,-62,U+809A
16,43,肚,dǔ,tuX,(t- + -u B),*tˤaʔ,"belly, stomach",-62,-62,U+809A
17,1,土,tǔ,thuX,(th- + -u B),*tʰˤaʔ,earth,0062a,0062a,U+571F
17,3,吐,tù,thuH,(th- + -u C),*tʰˤaʔ-s,vomit,0062d,0062d,U+5410
17,5,吐,tǔ,thuX,(th- + -u B),*tʰˤaʔ,"eject from mouth, spit",0062d,0062d,U+5410
17,7,徒,tú,du,(d- + -u A),*dˤa {*[d]ˤa},go on foot,0062e,0062e,U+5F92
17,9,社,shè,dzyaeX,(dzy- + -jae B),*m-tʰaʔ {*m-tʰAʔ},sacrifice to the spirit of the soil,0062j,0062j,U+793E
17,11,兔,tù,thuH,(th- + -u C),*l̥ˤa-s,"rabbit, hare",0063a,0063a,U+5154
17,13,圖,tú,du,(d- + -u A),*dˤa {*[d]ˤa},consider,0064a,0064a,U+5716
17,15,穌,sū,su,(s- + -u A),*s.ŋˤa,gather into sheaves (SW),0067a,0067a,U+7A4C
17,17,蘇,sū,su,(s- + -u A),*s.ŋˤa,revive,0067c,0067c,U+8607
17,19,素,sù,suH,(s- + -u C),*sˤak-s {*[s]ˤak-s},white silk,0068a,0068a,U+7D20
17,21,𧆨,lú,lu,(l- + -u A),*rˤa {*[r]ˤa},(a kind of food vessel),0069a,0069a,U+271A8
17,23,慮,lǜ,ljoH,(l- + -jo C),*ra-s {*[r]a-s},"think, consider",0069f,0069f,U+616E
17,25,膚,fū,pju,(p- + -ju A),*pra,skin,0069g,0069g,U+819A
17,27,爐,lú,lu,(l- + -u A),*rˤa {*[r]ˤa},stove,0069l,0069l,U+7210
17,29,鑪,lú,lu,(l- + -u A),*rˤa {*[r]ˤa},stove,0069m,0069m,U+946A
17,31,廬,lú,ljo,(l- + -jo A),*ra {*[r]a},hut; inn; to lodge,0069q,0069q,U+5EEC
17,33,儢,lǚ,ljoX,(l- + -jo B),*raʔ {*[r]aʔ},sluggish; unenergetic,0069t,0069t,U+5122
17,35,藘,lǘ,ljo,(l- + -jo A),*ra {*[r]a},rúlǘ < nyo-ljo < *na.la 'madder (plant)',0069u,0069u,U+85D8
17,37,攄,shū,trhjo,(trh- + -jo A),*r̥a,extend,0069x,0069x,U+6504
17,39,魯,lǔ,luX,(l- + -u B),*r.ŋˤaʔ (dial. > *rŋˤ- > *rˤ- > l-),(place name),0070a,0070a,U+9B6F
17,41,魯,lǔ,luX,(l- + -u B),*rˤaʔ {*[r]ˤaʔ},"dull, blunt, simple",0070a,0070a,U+9B6F
17,43,櫓,lǔ,luX,(l- + -u B),*rˤaʔ {*[r]ˤaʔ},shield (n.),0070e,0070e,U+6AD3
18,1,鹵,lǔ,luX,(l- + -u B),*rˤaʔ {*[r]ˤaʔ},salty (sc. land),0071a,0071a,U+9E75
18,3,鹵,lǔ,luX,(l- + -u B),*rˤaʔ {*[r]ˤaʔ},"rustic, coarse",0071a,0071a,U+9E75
18,5,步,bù,buH,(b- + -u C),*mə-bˤa-s {*mə-[b]ˤa-s},step,0073a,0073a,U+6B65
18,7,車,jū,kjo,(k- + -jo A),*C.qa {*C.q(r)a},chariot,0074a,0074a,U+8ECA
18,9,車,chē,tsyhae,(tsyh- + -jae A),*t.qʰa {*[t.qʰ](r)A},chariot,0074a,0074a,U+8ECA
18,11,庫,kù,khuH,(kh- + -u C),*kʰˤa-s {*[k]ʰˤa-s},arsenal; storehouse,0074e,0074e,U+5EAB
18,13,舉,jǔ,kjoX,(k- + -jo B),*C.qaʔ {*C.q(r)aʔ},"lift, raise",0075a,0075a,U+8209
18,15,舉,jǔ,kjoX,(k- + -jo B),*kaʔ {*[k](r)aʔ},all,0075a,0075a,U+8209
18,17,呂,lǚ,ljoX,(l- + -jo B),*raʔ {*[r]aʔ},spine; pitch-pipe,0076a,0076a,U+5442
18,19,莒,jǔ,kjoX,(k- + -jo B),*k.raʔ (dial. > kraʔ),plant; place name,0076l,0076l,U+8392
18,21,旅,lǚ,ljoX,(l- + -jo B),*raʔ {*[r]aʔ},military unit of 500 men; to go,0077a,0077a,U+65C5
18,23,虛,xū,khjo,(kh- + -jo A),*C.qʰa {*C.qʰ(r)a},"hill, mound; abandoned city",0078a,0078a,U+865B
18,25,虛,xū,xjo,(x- + -jo A),*qʰa {*qʰ(r)a},empty,0078a,0078a,U+865B
18,27,墟,xū,khjo,(kh- + -jo A),*C.qʰa {*C.qʰ(r)a},"hill, mound; abandoned city",0078b,0078b,U+589F
18,29,漁,yú,ngjo,(ng- + -jo A),*ŋa {*[ŋ](r)a},to fish,0079g,0079g,U+6F01
18,31,䱷,yú,ngjo,(ng- + -jo A),*ŋa {*[ŋ](r)a},to fish,0079m,0079m,U+4C77
18,33,余,yú,yo,(y- + -jo A),*la,"1sg., prob. a polite form",0082a,0082a,U+4F59
18,35,稌,tú,thu,(th- + -u A),*l̥ˤa,glutinous rice,0082b',0082b',U+7A0C
18,37,塗,tú,du,(d- + -u A),*lˤa,to plaster,0082d’,0082d',U+5857
18,39,塗,tú,du,(d- + -u A),*lˤa,road,0082d’,0082d',U+5857
18,41,餘,yú,yo,(y- + -jo A),*la,surplus,0082l,0082l,U+9918
18,43,除,chú,drjo,(dr- + -jo A),*l<r>a,remove,0082m,0082m,U+9664
19,1,除,zhù,drjoH,(dr- + -jo C),*lra-s,pass away,0082m,0082m,U+9664
19,3,敘,xù,zjoX,(z- + -jo B),*s-m-taʔ,order (v.),0082o,0082o,U+6558
19,5,徐,xú,zjo,(z- + -jo A),*sə.la,walk slowly,0082p,0082p,U+5F90
19,7,賖,shē,syae,(sy- + -jae A),*l̥a {*l̥A},trade on credit,0082s,0082s,U+8CD6
19,9,賒,shē,syae,(sy- + -jae A),*l̥a {*l̥A},trade on credit,0082t,0082t,U+8CD2
19,11,涂,tú,du,(d- + -u A),*lˤa,path,0082u,0082u,U+6D82
19,13,途,tú,du,(d- + -u A),*lˤa,road,0082v,0082v,U+9014
19,15,予,yú,yo,(y- + -jo A),*laʔ,"I, we",0083a,0083a,U+4E88
19,17,予,yǔ,yoX,(y- + -jo B),*C.ɢaʔ,give; together with,0083a,0083a,U+4E88
19,19,豫,yù,yoH,(y- + -jo C),*laʔ-s,go on tour,0083e,0083e,U+8C6B
19,21,豫,yù,yoH,(y- + -jo C),*laʔ-s,go on inspection tour,0083e,0083e,U+8C6B
19,23,抒,shū,zyoX,(zy- + -jo B),*Cə-laʔ,remove (v.),0083g,0083g,U+6292
19,25,序,xù,zjoX,(z- + -jo B),*sə.laʔ {*[sə.l]aʔ},walls at side of palace,0083h,0083h,U+5E8F
19,27,紓,shū,syo,(sy- + -jo A),*l̥a,leisurely,0083j,0083j,U+7D13
19,29,紓,shū,zyoX,(zy- + -jo B),*Cə.laʔ,to be remiss,0083j,0083j,U+7D13
19,31,舒,shū,syo,(sy- + -jo A),*l̥a,"slow, easy",0083k,0083k,U+8212
19,33,野,yě,yaeX,(y- + -jae B),*laʔ {*lAʔ},open country,0083l,0083l,U+91CE
19,35,𡐨,yě,yaeX,(y- + -jae B),*laʔ {*lAʔ},open country,0083m,0083m,U+21428
19,37,埜,yě,yaeX,(y- + -jae B),*laʔ {*lAʔ},open country,0083n,0083n,U+57DC
19,39,紵,zhù,drjoX,(dr- + -jo B),*mə-draʔ,ramie; flax,0084e,0084e,U+7D35
19,41,處,chù,tsyhoH,(tsyh- + -jo C),*t.qʰaʔ-s,place (n.),0085a,0085a,U+8655
19,43,處,chǔ,tsyhoX,(tsyh- + -jo B),*t.qʰaʔ,be at,0085a,0085a,U+8655
20,1,杵,chǔ,tsyhoX,(tsyh- + -jo B),*t.qʰaʔ,pestle,0086a,0086a,U+6775
20,3,初,chū,tsrhjo,(tsrh- + -jo A),*tsʰra {*[ts]ʰra},beginning,0087a,0087a,U+521D
20,5,楚,chǔ,tsrhjoX,(tsrh- + -jo B),*s.r̥aʔ,thorns,0088a,0088a,U+695A
20,7,楚,chǔ,tsrhjoX,(tsrh- + -jo B),*s.r̥aʔ {*[s.r̥]aʔ},arrange in order,0088a,0088a,U+695A
20,9,楚,chǔ,tsrhjoX,(tsrh- + -jo B),*s.r̥aʔ,name of a state,0088a,0088a,U+695A
20,11,舁,yú,yoX,(y- + -jo B),*C.ɢaʔ,give,0089a,0089a,U+8201
20,13,與,yù,yoH,(y- + -jo C),*ɢaʔ-s,participate in,0089b,0089b,U+8207
20,15,與,yǔ,yoX,(y- + -jo B),*C.ɢaʔ,give; for; and,0089b,0089b,U+8207
20,17,譽,yù,yo,(y- + -jo A),*m-qa {*m-q(r)a},praise (v.),0089i,0089i,U+8B7D
20,19,譽,yù,yoH,(y- + -jo C),*ɢa-s {*[ɢ](r)a-s},joy,0089i,0089i,U+8B7D
20,21,譽,yù,yoH,(y- + -jo C),*m-qa-s {*m-q(r)a-s},"praise, renown",0089i,0089i,U+8B7D
20,23,輿,yú,yo,(y- + -jo A),*m-qa {*m-q(r)a},"vehicle, carriage; carry on shoulders",0089j,0089j,U+8F3F
20,25,鸒,yù,yoH,(y- + -jo C),*m-qa-s {*m-q(r)a-s},a kind of crow,0089k,0089k,U+9E12
20,27,梳,shū,srjo,(sr- + -jo A),*sra,comb,90,90,U+68B3
20,29,疋,shū,srjo,(sr- + -jo A),*sra,foot,0090a,0090a,U+758B
20,31,疏,shū,srjo,(sr- + -jo A),*sra,wide apart,0090b,0090b,U+758F
20,33,疎,shū,srjo,(sr- + -jo A),*sra,wide apart,0090c,0090c,U+758E
20,35,蔬,shū,srjo,(sr- + -jo A),*sra,"vegetable, grain",0090d,0090d,U+852C
20,37,湑,xǔ,sjoX,(s- + -jo B),*s-raʔ (dial. > s-),to strain (spirits),0090f,0090f,U+6E51
20,39,所,suǒ,srjoX,(sr- + -jo B),*s-qʰraʔ,place; that which,0091a,0091a,U+6240
20,41,鼠,shǔ,syoX,(sy- + -jo B),*l̥aʔ {*[l̥]aʔ},rat,0092a,0092a,U+9F20
20,43,癙,shǔ,syoX,(sy- + -jo B),*l̥aʔ {*[l̥]aʔ},hidden suffering,0092b,0092b,U+7659
21,1,黍,shǔ,syoX,(sy- + -jo B),*s-tʰaʔ,Panicum miliaceum (glutinous),0093a,0093a,U+9ECD
21,3,女,nǜ,nrjoH,(nr- + -jo C),*nraʔ-s,give as a wife,0094a,0094a,U+5973
21,5,女,nǚ,nrjoX,(nr- + -jo B),*nraʔ,female,0094a,0094a,U+5973
21,7,怒,nù,nuX,(n- + -u B),*nˤaʔ,angry,0094a',0094a',U+6012
21,9,拏,ná,nrae,(nr- + -ae A),*nˤra,handle (v.),0094b',0094b',U+62CF
21,11,挐,ná,nrae,(nr- + -ae A),*nˤra,handle (v.),0094c',0094c',U+6310
21,13,籹,nǚ,nrjoX,(nr- + -jo B),*nraʔ,gjoX-nrjoX (a kind of cake),0094f,0094f,U+7C79
21,15,如,rú,nyo,(ny- + -jo A),*na,go to,0094g,0094g,U+5982
21,17,如,rú,nyo,(ny- + -jo A),*na,"as, like, if",0094g,0094g,U+5982
21,19,汝,rǔ,nyoX,(ny- + -jo B),*naʔ,you (sg.),0094j,0094j,U+6C5D
21,21,奴,nú,nu,(n- + -u A),*nˤa,slave,0094l,0094l,U+5974
21,23,洳,rú,nyo,(ny- + -jo A),*na,name of a river,0094q,0094q,U+6D33
21,25,洳,rù,nyoH,(ny- + -jo C),*na-s,wet ground,0094q,0094q,U+6D33
21,27,茹,rú,nyoH,(ny- + -jo C),*naʔ-s,"swallow, eat",0094r,0094r,U+8339
21,29,茹,rú,nyoX,(ny- + -jo B),*naʔ,"swallow, eat",0094r,0094r,U+8339
21,31,恕,shù,syoH,(sy- + -jo C),*n̥a-s,indulgent,0094t,0094t,U+6055
21,33,絮,xù,sjoH,(s- + -jo C),*s-na-s,"raw silk, floss",0094u,0094u,U+7D6E
21,35,弩,nǔ,nuX,(n- + -u B),*C.nˤaʔ,crossbow,0094z,0094z,U+5F29
21,37,渠,qú,gjo,(g- + -jo A),*ga {*[g](r)a},canal,0095g,0095g,U+6E20
21,39,粔,jù,gjoX,(g- + -jo B),*N-kaʔ {*[N]-k(r)aʔ},cakes,0095n,0095n,U+7C94
21,41,䀠,qú,kjuH,(k- + -ju C),*kʷak-s {*[k]ʷ(r)ak-s},look right and left,0096a,0096a,U+4020
21,43,懼,jù,gjuH,(g- + -ju C),*gʷa-s {*[g]ʷ(r)a-s},fear (v.),0096i,0096i,U+61FC
22,1,于,yú,hju,(h- + -ju A),*ɢʷa {*ɢʷ(r)a},go; at,0097a,0097a,U+4E8E
22,3,汙,wā,'wae,('- + -wae A),*qʷˤra,impure,0097b',0097b',U+6C59
22,5,污,wā,'wae,('- + -wae A),*qʷˤra,"impure, vile",0097c',0097c',U+6C61
22,7,宇,yǔ,hjuX,(h- + -ju B),*ɢʷaʔ {*[ɢ]ʷ(r)aʔ},eaves,0097h,0097h,U+5B87
22,9,盂,yú,hju,(h- + -ju A),*ɢʷa {*[ɢ]ʷ(r)a},a formation of a hunting party,0097k,0097k,U+76C2
22,11,竽,yú,hju,(h- + -ju A),*ɢʷa {*[ɢ]ʷ(r)a},reed organ,0097n,0097n,U+7AFD
22,13,芋,yù,hjuH,(h- + -ju C),*ɢʷa-s {*[ɢ]ʷ(r)a-s},taro (Colocasia antiquorum?),0097o,0097o,U+828B
22,15,迂,yū,'ju,('- + -ju A),*qʷa {*qʷ(r)a},astray; far,0097p,0097p,U+8FC2
22,17,迂,yū,hju,(h- + -ju A),*ɢʷa {*[ɢ]ʷ(r)a},"bend, deflect; far away",0097p,0097p,U+8FC2
22,19,雩,yú,hju,(h- + -ju A),*ɢʷa {*[ɢ]ʷ(r)a},sacrifice for rain,0097q,0097q,U+96E9
22,21,吁,xū,xju,(x- + -ju A),*qʷʰa {*qʷʰ(r)a},pained,0097t,0097t,U+5401
22,23,訏,xū,xju,(x- + -ju A),*qʷʰa {*qʷʰ(r)a},great,0097v,0097v,U+8A0F
22,25,紆,yū,'ju,('- + -ju A),*qʷa {*qʷ(r)a},"bent, crooked",0097y,0097y,U+7D06
22,27,圩,wū,'u,('- + -u A),*qʷˤa,to plaster,0097z,0097z,U+5729
22,29,羽,yǔ,hjuX,(h- + -ju B),*ɢʷaʔ {*[ɢ]ʷ(r)aʔ},"feather, wing",0098a,0098a,U+7FBD
22,31,雨,yù,hjuH,(h- + -ju C),*ɢʷaʔ-s {*[ɢ]ʷ(r)aʔ-s},rain (v.t.),0100a,0100a,U+96E8
22,33,雨,yǔ,hjuX,(h- + -ju B),*C.ɢʷaʔ {*C.ɢʷ(r)aʔ},rain,0100a,0100a,U+96E8
22,35,夫,fú,bju,(b- + -ju A),*ba,final particle,0101a,0101a,U+592B
22,37,夫,fú,bju,(b- + -ju A),*ba {*[b](r)a},"this, that",0101a,0101a,U+592B
22,39,夫,fū,pju,(p- + -ju A),*pa {*p(r)a},man,0101a,0101a,U+592B
22,41,鈇,fǔ,pjuX,(p- + -ju B),*paʔ {*p(r)aʔ},axe,0101e,0101e,U+9207
22,43,扶,fú,bju,(b- + -ju A),*m-pa {*m-p(r)a},assist,0101f,0101f,U+6276
23,1,父,fù,bjuX,(b- + -ju B),*N-paʔ {*[N-p](r)aʔ},father,0102a,0102a,U+7236
23,3,父,fǔ,pjuX,(p- + -ju B),*paʔ {*p(r)aʔ},(respectful suffix in male names),0102a,0102a,U+7236
23,5,補,bǔ,puX,(p- + -u B),*Cə-pˤaʔ,to patch,0102c',0102c',U+88DC
23,7,浦,pǔ,phuX,(ph- + -u B),*pʰˤaʔ,river bank,0102f',0102f',U+6D66
23,9,痡,pū,phju,(ph- + -ju A),*pʰa {*pʰ(r)a},"suffering, exhausted",0102g',0102g',U+75E1
23,11,痡,pū,phu,(ph- + -u A),*pʰˤa,"suffering, exhausted",0102g',0102g',U+75E1
23,13,斧,fǔ,pjuX,(p- + -ju B),*paʔ {*p(r)aʔ},axe,0102h,0102h,U+65A7
23,15,鋪,fū,phju,(ph- + -ju A),*pʰa {*pʰ(r)a},spread out,0102h',0102h',U+92EA
23,17,哺,bǔ,buH,(b- + -u C),*bˤa-s {*[b]ˤa-s},food held in the mouth,0102i',0102i',U+54FA
23,19,布,bù,puH,(p- + -u C),*pˤa-s,cloth,0102j,0102j,U+5E03
23,21,布,bù,puH,(p- + -u C),*pˤa-s,cloth,0102j,0102j,U+5E03
23,23,匍,pú,bu,(b- + -u A),*bˤa {*[b]ˤa},crawl,0102l',0102l',U+530D
23,25,甫,fǔ,pjuX,(p- + -ju B),*paʔ {*p(r)aʔ},begin,0102n,0102n,U+752B
23,27,甫,fǔ,pjuX,(p- + -ju B),*praʔ,great,0102n,0102n,U+752B
23,29,蒲,pú,bu,(b- + -u A),*bˤa {*[b]ˤa},part of personal name,0102n',0102n',U+84B2
23,31,脯,fǔ,pjuX,(p- + -ju B),*paʔ {*p(r)aʔ},dried meat,0102r,0102r,U+812F
23,33,敷,fū,phju,(ph- + -ju A),*pʰa {*pʰ(r)a},spread widely,0102t',0102t',U+6577
23,35,簠,fǔ,pjuX,(p- + -ju B),*paʔ {*p(r)aʔ},(a kind of ritual vessel),0102u,0102u,U+7C20
23,37,傅,fù,bjuH,(b- + -ju C),*ba-s {*[b](r)a-s},be attached,0102u',0102u',U+5085
23,39,傅,fù,pjuH,(p- + -ju C),*pa-s {*p(r)a(ʔ)-s},teacher,0102u',0102u',U+5085
23,41,輔,fǔ,bjuX,(b- + -ju B),*baʔ {*[b](r)aʔ},help,0102v,0102v,U+8F14
23,43,無,wú,mju,(m- + -ju A),*ma,not have,0103a,0103a,U+7121
24,1,舞,wǔ,mjuX,(m- + -ju B),*kə.maʔ {*kə.m(r)aʔ},dance (v.),0103g,0103g,U+821E
24,3,儛,wǔ,mjuX,(m- + -ju B),*maʔ {*m(r)aʔ},dance,0103h,0103h,U+511B
24,5,譕,mú,mju,(m- + -ju A),*ma {*m(r)a},advise,0103m,0103m,U+8B55
24,7,幠,hū,xu,(x- + -u A),*m̥ˤa,cover,0103n,0103n,U+5E60
24,9,撫,fǔ,phjuX,(ph- + -ju B),*pʰaʔ {*[pʰ](r)aʔ},lay the hand on,0103p,0103p,U+64AB
24,11,武,wǔ,mjuX,(m- + -ju B),*maʔ {*m(r)aʔ},military,0104a,0104a,U+6B66
24,13,賦,fù,pjuH,(p- + -ju C),*pa-s {*p(r)a-s},tax,0104g,0104g,U+8CE6
24,15,賦,fù,pjuH,(p- + -ju C),*pa-s {*p(r)a-s},ballad,0104g,0104g,U+8CE6
24,17,巫,wū,mju,(m- + -ju A),*C.mo {*C.m(r)[o]},magician,0105a,0105a,U+5DEB
24,19,誣,wū,mju,(m- + -ju A),*mo {*[m](r)[o]},deceive,0105b,0105b,U+8AA3
24,21,无,wú,mju,(m- + -ju A),*ma,not have,0106a,0106a,U+65E0
24,23,毋,wú,mju,(m- + -ju A),*mo,do not,0107a,0107a,U+6BCB
